#{"t_start": 1735015677.8548002, "env_id": "GraspEnv_v3"}
-5.18129,9,14.584157
-6.205787,9,14.593186
-6.024441,9,14.601156
-8.697686,9,14.656038
-5.589652,9,14.664038
-3.02529,9,14.672109
-2.781828,9,14.681109
-7.388547,9,14.689105
-3.962364,9,14.701119
-8.603916,9,14.711294
-5.497013,9,14.72014
-4.163568,9,14.729154
-8.014066,9,14.741137
-5.145106,9,14.800191
-2.66639,9,14.812287
-3.766087,9,14.820094
-8.670154,9,14.831106
-5.517197,9,14.839087
-0.726504,7,14.846092
-8.048496,9,14.855085
-5.690545,9,14.863104
0.811739,1,14.866094
-7.278268,9,14.876068
-8.68029,9,14.930743
-8.100901,9,14.943776
-6.456693,9,14.952742
-5.878322,9,14.965781
-6.712698,9,14.977755
-4.679461,9,14.986814
-5.881919,9,14.994826
-5.156218,9,15.005965
-6.473992,9,15.015
0.953447,1,15.016965
-7.982972,9,15.074778
-5.267265,9,15.083756
-8.99213,9,15.092756
-2.711766,9,15.101772
-8.515033,9,15.110888
-5.810513,9,15.118891
-5.89309,9,15.128684
-5.894209,9,15.136646
-3.321051,9,15.145612
0.818741,1,15.147612
-6.272149,9,15.209794
-8.976791,9,15.219533
-8.346307,9,15.229696
-7.691047,9,15.237695
-8.608854,9,15.246692
-5.305677,9,15.254694
-7.087738,9,15.264687
-3.013735,9,15.273687
-4.279443,9,15.281717
0.498642,2,15.285687
-3.00505,9,15.336408
-8.765604,9,15.345409
-7.744351,9,15.354425
-5.73257,9,15.362508
-3.786743,9,15.371494
-6.656355,9,15.381498
-6.221846,9,15.390491
-7.821399,9,15.399494
0.948945,1,15.402489
-8.953952,9,15.412622
-7.21398,9,15.470386
-8.743764,9,15.483375
-7.98269,9,15.492378
-8.963485,9,15.502362
-5.444114,9,15.512532
-7.49893,9,15.521311
-7.716532,9,15.531305
-0.022479,3,15.536299
-3.741443,9,15.545303
-1.364316,7,15.552336
0.203371,4,15.60131
-6.943832,9,15.611474
-7.77034,9,15.620132
-8.882429,9,15.629257
-8.151494,9,15.638273
-3.648016,9,15.647269
-8.511903,9,15.656261
-7.552427,9,15.664261
-8.882278,9,15.675267
-8.985682,9,15.684265
-7.404438,9,15.752135
-7.49873,9,15.762135
-4.809008,9,15.771134
0.835969,1,15.773099
-5.19123,9,15.783164
-8.852903,9,15.793133
-8.591219,9,15.802127
-6.650785,9,15.810277
-5.921586,9,15.818268
-6.422995,9,15.827017
-8.632637,9,15.885076
-7.43594,9,15.894069
-8.357847,9,15.903079
-2.999667,9,15.91224
-2.226009,9,15.923074
-3.170345,9,15.931072
0.855057,1,15.934078
-6.217963,9,15.945071
-4.503454,9,15.953067
-4.451612,9,15.96207
-7.493774,9,16.025037
-6.316314,9,16.035052
-8.714625,9,16.045052
-8.997101,9,16.056037
-8.443127,9,16.065036
-5.120804,9,16.074038
0.215039,3,16.078031
-7.476606,9,16.087025
-5.030703,9,16.09503
-7.700658,9,16.105195
-7.785167,9,16.162852
-3.62633,9,16.171866
-8.784081,9,16.181876
-8.044016,9,16.190878
-6.130077,9,16.199866
-8.59054,9,16.208966
-8.895759,9,16.220643
0.909567,1,16.222708
0.816806,1,16.225706
-5.693967,9,16.235734
-4.392198,9,16.288664
-5.664653,9,16.297713
-2.803971,9,16.308851
-2.95111,9,16.316854
0.881453,1,16.320492
-3.284818,9,16.329633
-7.747574,9,16.338628
-8.112561,9,16.347641
-7.671738,9,16.357626
-4.928049,9,16.366631
-8.40423,9,16.41863
-4.159301,9,16.430266
-8.279074,9,16.439308
-3.642078,9,16.447309
0.951993,1,16.44931
-8.994313,9,16.458313
-5.673373,9,16.466307
-2.470762,9,16.475309
-7.603382,9,16.484302
0.92453,1,16.486304
-6.111922,9,16.541213
-6.25187,9,16.550215
0.207341,3,16.554218
-8.75163,9,16.563212
0.82396,1,16.565218
0.909719,1,16.568205
-5.213926,9,16.576209
-5.827112,9,16.586211
0.885162,1,16.588208
-7.64188,9,16.596208
-8.911742,9,16.65018
-6.692198,9,16.659194
-6.866603,9,16.669179
-8.054405,9,16.678172
-5.162222,9,16.689175
-7.914928,9,16.697172
-4.443951,9,16.705174
-3.24247,9,16.715344
-4.801723,9,16.724159
-2.877257,9,16.733162
-6.763424,9,16.794169
-7.405395,9,16.804161
-4.87801,9,16.813308
-5.863322,9,16.82311
-3.708585,9,16.835121
-6.598784,9,16.84411
-2.61001,9,16.854133
-6.714388,9,16.862143
-1.751934,9,16.87211
-5.907683,9,16.881097
-6.970925,9,16.937094
-4.051607,9,16.951061
-7.774323,9,16.961071
0.871969,1,16.963068
-8.927367,9,16.972063
-8.519688,9,16.981091
0.319813,3,16.985091
-7.464146,9,16.994061
-8.911501,9,17.00206
-6.159274,9,17.011231
-4.862287,9,17.072012
-8.817341,9,17.083068
-8.742783,9,17.092061
-7.951332,9,17.10108
-7.861373,9,17.110283
-0.356058,4,17.115253
-6.991979,9,17.125086
-7.110789,9,17.134081
-7.802994,9,17.1431
-1.876012,9,17.153116
-8.556364,9,17.210163
0.947236,1,17.213242
0.89922,1,17.215255
0.879279,1,17.246738
0.825498,1,17.250735
-6.133488,9,17.269806
-2.824303,9,17.279743
0.901338,1,17.284767
-6.205388,9,17.295828
0.817199,1,17.297818
-3.870194,9,17.360507
-5.510536,9,17.370489
-7.790441,9,17.380489
-8.542223,9,17.389478
0.045207,5,17.39549
-3.475795,9,17.404474
-8.280375,9,17.413546
-2.676656,9,17.42384
-6.60778,9,17.431827
-8.465481,9,17.441824
-4.166537,9,17.49684
-4.224295,9,17.505833
-6.808955,9,17.516881
-2.220812,9,17.525011
-8.162181,9,17.53401
-7.973756,9,17.543007
-8.605939,9,17.552006
-6.091389,9,17.561023
-8.356089,9,17.570007
-7.85085,9,17.579995
-6.886835,9,17.629231
-8.025501,9,17.639227
-7.961689,9,17.648237
-8.555973,9,17.657236
-8.964929,9,17.666247
-6.974011,9,17.674222
-7.117904,9,17.683222
-6.595942,9,17.692227
-5.839432,9,17.701221
-8.880821,9,17.709329
0.861756,1,17.762998
-7.823159,9,17.772965
-8.659018,9,17.782983
-8.729322,9,17.791965
-6.462689,9,17.800957
-2.917236,9,17.809017
-4.929493,9,17.818011
-8.595947,9,17.826679
-4.018281,9,17.834684
-6.250321,9,17.844725
0.838368,1,17.891699
-3.927228,9,17.903684
0.313116,3,17.907737
-5.40892,9,17.917737
-5.661782,9,17.925872
-2.960601,9,17.9349
-6.133327,9,17.943872
-7.037498,9,17.951886
0.862973,1,17.954875
0.931237,1,17.956889
-5.040011,9,18.021943
0.93048,1,18.025284
-5.772224,9,18.035308
-8.479948,9,18.045387
-6.964757,9,18.054368
-8.46627,9,18.063396
0.987699,1,18.065369
-7.606953,9,18.074371
-7.388344,9,18.083363
-7.661803,9,18.092363
-7.694301,9,18.147256
-8.679183,9,18.157261
-8.109267,9,18.168237
-8.160072,9,18.176187
-8.748362,9,18.185179
0.969156,1,18.187211
-6.340973,9,18.196186
-2.803958,9,18.205193
-5.020732,9,18.213379
0.19861,2,18.21635
-8.301767,9,18.269107
-4.477529,9,18.279053
-7.659196,9,18.287119
-8.656405,9,18.296126
-2.862486,9,18.304139
-6.496482,9,18.313303
-5.637016,9,18.322303
-5.267133,9,18.3311
-5.318263,9,18.339101
-5.095303,9,18.3481
-3.627057,9,18.40606
-7.874483,9,18.416158
-4.24519,9,18.425099
-6.627719,9,18.434124
0.871552,1,18.437101
-5.034681,9,18.450131
0.959083,1,18.453098
0.965218,1,18.456101
0.929794,1,18.459059
-2.654126,9,18.468126
0.912196,1,18.515093
-7.940129,9,18.523717
-4.803405,9,18.533725
-6.778984,9,18.542719
-5.631763,9,18.551735
-5.071209,9,18.559792
-8.542582,9,18.568796
0.906847,1,18.571729
-8.246352,9,18.580718
-5.864072,9,18.589728
-7.566843,9,18.644634
-2.868196,9,18.654643
0.975222,1,18.65664
-8.439365,9,18.665637
0.989643,1,18.667638
-5.56314,9,18.676635
-4.874698,9,18.685638
-6.508731,9,18.693642
-7.476126,9,18.703645
-7.900023,9,18.712733
-7.806757,9,18.768514
-5.282128,9,18.777507
-2.804468,9,18.786509
-2.222768,9,18.795507
-4.769343,9,18.806512
-5.665153,9,18.815598
-4.846332,9,18.829483
-6.494637,9,18.838443
-8.192377,9,18.846395
-7.387961,9,18.855442
-2.257937,9,18.911595
-3.094737,9,18.922618
0.96877,1,18.925408
-7.275656,9,18.934406
-8.599833,9,18.94339
-4.963008,9,18.952403
-2.927887,9,18.961392
-7.412296,9,18.969388
-2.295681,9,18.97839
-8.641106,9,18.987457
-2.496303,9,19.042327
0.836921,1,19.044327
-7.648975,9,19.054326
0.933675,1,19.056327
0.893371,1,19.059319
-6.493646,9,19.067328
0.473234,2,19.071321
0.602876,2,19.074322
-4.092033,9,19.083328
-8.227596,9,19.092329
-4.573912,9,19.146194
-3.97657,9,19.156186
-8.822109,9,19.165195
-8.737164,9,19.174196
-8.930434,9,19.182214
-5.210833,9,19.191216
-8.555441,9,19.20019
-8.342469,9,19.209313
-8.920508,9,19.218331
0.899265,1,19.219333
0.949832,1,19.265191
-2.242385,9,19.274168
-7.430708,9,19.283162
-7.10652,9,19.292167
-7.712315,9,19.301172
0.85803,1,19.303164
0.818672,1,19.305166
-2.175221,9,19.315323
-5.779173,9,19.32407
-7.953463,9,19.333072
0.929218,1,19.382082
0.927457,1,19.386064
-5.052102,9,19.395066
-7.602506,9,19.404988
-8.684658,9,19.41413
-4.552764,9,19.422786
-8.945702,9,19.431918
-8.491713,9,19.439921
0.879629,1,19.442924
-7.352826,9,19.451887
-6.594362,9,19.505926
-8.392299,9,19.515906
-4.408455,9,19.524634
-6.986345,9,19.533601
-6.616578,9,19.542601
-5.205715,9,19.551612
-7.810422,9,19.560616
0.946221,1,19.563615
-7.195638,9,19.575617
-7.146711,9,19.587637
-5.033408,9,19.642426
-7.726332,9,19.651388
-3.727002,9,19.661394
-6.197623,9,19.669397
-2.495618,9,19.678472
-8.696352,9,19.686468
-4.053362,9,19.696464
-8.126074,9,19.704465
0.812624,1,19.707464
0.860954,1,19.709595
-5.547266,9,19.769378
0.810177,1,19.772371
-6.507883,9,19.781368
-6.691728,9,19.79037
0.939947,1,19.793371
-7.131596,9,19.802366
-2.764214,9,19.811502
-7.55977,9,19.820503
-5.732915,9,19.829267
-7.058546,9,19.837267
-7.834811,9,19.891268
-8.241999,9,19.901262
-4.661986,9,19.909395
-8.052671,9,19.918377
-7.52905,9,19.928248
-5.40132,9,19.937246
-7.67876,9,19.948239
-2.291207,9,19.957277
-3.052422,9,19.966247
-8.042617,9,19.974288
-3.908808,9,20.029194
0.895406,1,20.032232
-6.857707,9,20.042277
-7.434258,9,20.051229
-8.534747,9,20.06023
-8.015489,9,20.069226
-3.957073,9,20.078233
-7.780589,9,20.088185
-8.599397,9,20.096233
-4.824672,9,20.105231
-3.315138,9,20.155149
-6.639334,9,20.164198
-2.737364,9,20.174194
-7.352584,9,20.183226
-7.720138,9,20.1932
-7.037677,9,20.202227
-2.858905,9,20.211335
-5.668759,9,20.220338
-8.764733,9,20.230157
-4.160305,9,20.239123
-7.768827,9,20.298131
-7.769736,9,20.308123
-5.130597,9,20.317309
0.832095,1,20.32029
-7.890217,9,20.3296
-7.086828,9,20.338573
0.358076,3,20.341566
-8.029158,9,20.351592
-8.916738,9,20.360606
-6.936123,9,20.371574
-8.390305,9,20.424431
-7.676024,9,20.434433
-3.393813,9,20.443457
-8.241262,9,20.452429
0.886205,1,20.455436
-8.42435,9,20.463456
-5.159364,9,20.473428
-4.306582,9,20.483434
0.843403,1,20.485431
-3.165699,9,20.494432
-5.239312,9,20.554343
-8.973852,9,20.564273
-5.9664,9,20.573257
-2.699884,9,20.581268
-5.927384,9,20.590253
-8.815824,9,20.600301
-7.178109,9,20.609347
-8.879122,9,20.618342
-7.09861,9,20.627231
-2.534096,9,20.636231
0.848067,1,20.689234
-2.296836,9,20.699232
-6.449908,9,20.710342
-4.026132,9,20.72035
0.896647,1,20.722353
-8.909459,9,20.731088
-3.953983,9,20.741182
-6.82184,9,20.75118
-2.068775,9,20.762192
-6.180849,9,20.771157
-7.534855,9,20.832088
-2.975893,9,20.842091
0.850773,1,20.84508
-6.583059,9,20.857095
-2.34571,9,20.865091
-7.226909,9,20.875093
-5.636483,9,20.884093
-6.83129,9,20.895087
-8.898128,9,20.904099
-8.75371,9,20.912213
-7.128629,9,20.965029
-6.933744,9,20.974039
-8.252504,9,20.983033
-3.01501,9,20.991052
-2.735933,9,21.000032
-4.226811,9,21.009164
-6.060356,9,21.018162
-6.817099,9,21.026923
-7.96379,9,21.035928
-4.429418,9,21.044926
0.96756,1,21.094859
-6.622161,9,21.104918
-7.818662,9,21.115099
-7.325761,9,21.12374
0.393892,3,21.126897
-3.949318,9,21.135897
-7.726959,9,21.146899
0.955209,1,21.148851
0.865781,1,21.150899
-4.255399,9,21.159898
0.958485,1,21.209956
-6.732633,9,21.220037
-2.617403,9,21.228811
-7.254819,9,21.237813
-8.598457,9,21.246812
0.873639,1,21.248813
-8.693279,9,21.257763
-2.02041,9,21.265806
0.903106,1,21.268811
-5.519982,9,21.276811
-8.20815,9,21.336657
-8.578778,9,21.346696
0.99456,1,21.34867
-6.578466,9,21.358661
-3.153449,9,21.367635
-2.368247,9,21.376704
-7.51611,9,21.385626
-6.031598,9,21.393635
0.876082,1,21.395635
0.923373,1,21.398635
-2.572358,9,21.456493
-4.677785,9,21.466487
-2.593073,9,21.476472
0.195238,2,21.479488
-4.931683,9,21.490496
-3.277307,9,21.499492
-5.618896,9,21.508487
-7.574672,9,21.51962
-5.760488,9,21.528407
-6.937107,9,21.539413
-8.957396,9,21.599422
-4.702276,9,21.610532
-8.663859,9,21.620549
-7.755334,9,21.629757
-4.678275,9,21.638748
0.992729,1,21.64176
-7.318106,9,21.650739
-7.861135,9,21.659743
-6.320952,9,21.668744
-8.72461,9,21.679745
-8.443665,9,21.739746
0.907606,1,21.742706
-6.971978,9,21.75367
-4.366733,9,21.762673
0.836226,1,21.764682
-8.989105,9,21.773674
-3.15814,9,21.781668
-8.118792,9,21.791675
-7.499613,9,21.799751
-7.775952,9,21.809904
-8.624743,9,21.864724
0.86607,1,21.866718
-6.454791,9,21.875713
-5.550605,9,21.884722
-6.45591,9,21.892719
-3.212147,9,21.901759
-6.171668,9,21.910866
-8.926812,9,21.920856
-6.456336,9,21.929666
-7.235006,9,21.938672
-2.890641,9,21.993684
-6.867595,9,22.003583
-3.080959,9,22.012641
-5.610648,9,22.022651
0.962535,1,22.026265
-1.279961,4,22.030279
-3.338445,9,22.040296
-8.790392,9,22.050308
0.810503,1,22.053265
-4.985042,9,22.062313
0.989825,1,22.114474
-2.112625,7,22.124406
0.714689,2,22.127255
-8.498287,9,22.139186
-3.001939,8,22.147174
-8.890402,9,22.156177
-4.858773,9,22.165272
-3.076318,9,22.173206
-7.0035,9,22.181249
-8.9271,9,22.190271
-8.592363,9,22.250122
-8.19878,9,22.260056
-6.601764,9,22.26912
-8.728554,9,22.278064
-8.250452,9,22.28705
-8.70211,9,22.297062
-5.864145,9,22.307132
-8.661504,9,22.318284
-7.771917,9,22.327054
0.810294,1,22.33005
-8.434547,9,22.388967
-6.037356,9,22.398973
-8.245297,9,22.411078
-8.818635,9,22.421073
-3.674916,9,22.430713
-8.603263,9,22.439691
-8.194836,9,22.44869
-7.184851,9,22.459696
-5.274901,9,22.469691
-5.585924,9,22.48069
-3.504991,9,22.545295
-8.632222,9,22.55426
-8.285317,9,22.564253
-8.581819,9,22.574273
-8.552564,9,22.58426
-8.114665,9,22.593286
-5.239324,9,22.602255
-8.28126,9,22.611336
-6.831942,9,22.62335
0.859003,1,22.628046
0.854877,1,22.674011
0.564688,2,22.678023
-4.434768,9,22.691013
0.829432,1,22.693026
-8.987148,9,22.703004
-5.460022,9,22.712064
0.886015,1,22.715065
-3.311592,9,22.725625
-6.861709,9,22.733682
-7.426472,9,22.743691
-8.960762,9,22.803703
-7.533518,9,22.812749
-8.503726,9,22.82173
-6.356513,9,22.830376
-8.349135,9,22.840378
-4.645723,9,22.850376
-6.563796,9,22.859376
-7.032886,9,22.868376
-3.67867,9,22.877375
-2.282364,9,22.889373
-2.340162,9,22.951712
-8.908624,9,22.960713
-4.527733,9,22.970709
-5.030856,9,22.979703
-7.406183,9,22.988704
-5.196153,9,22.997709
-5.116641,9,23.005709
-8.608469,9,23.015803
0.851752,1,23.017818
-1.097612,4,23.0228
-7.694494,9,23.082977
-3.183583,9,23.096984
-6.923734,9,23.107996
-8.412358,9,23.119126
-5.599866,9,23.128335
-6.290851,9,23.14135
-4.776679,9,23.154342
-7.373992,9,23.163414
-3.232429,9,23.172441
-6.529913,9,23.181418
-6.440092,9,23.235131
-3.374274,9,23.245135
0.912908,1,23.247123
-5.340095,9,23.258119
-4.290878,9,23.268134
-2.231721,9,23.277134
-2.368302,9,23.288119
-8.961222,9,23.298135
0.974346,1,23.301133
-3.86091,9,23.311214
-3.842616,9,23.363085
-7.69402,9,23.373077
0.943825,1,23.376106
-5.075787,9,23.385076
-8.899891,9,23.395125
-1.752192,9,23.406198
-6.050383,9,23.414274
-3.394516,9,23.424275
-4.795092,9,23.432136
0.95644,1,23.435137
-8.483655,9,23.501065
-8.581253,9,23.511094
-3.306457,9,23.520158
-2.265283,9,23.529797
-7.953125,9,23.538799
-8.668335,9,23.547801
0.927313,1,23.550783
0.886189,1,23.553804
-4.772573,9,23.563819
-7.535039,9,23.5738
-8.986022,9,23.625875
-7.568874,9,23.63728
-3.226471,9,23.64928
-6.839104,9,23.658279
-8.509881,9,23.667365
-6.915194,9,23.678346
-8.692032,9,23.686351
-1.893553,9,23.696343
-6.457657,9,23.705353
-8.647357,9,23.71448
-8.723103,9,23.769201
-7.07632,9,23.779189
-4.050675,9,23.7882
-8.732787,9,23.797212
-8.253264,9,23.806185
-6.567387,9,23.819274
-5.376732,9,23.830003
-5.181566,9,23.839084
-8.049052,9,23.849085
-8.983276,9,23.858082
-3.901934,9,23.91108
-7.251972,9,23.922178
0.158803,3,23.92617
-5.678835,9,23.935617
-8.689271,9,23.946632
0.888285,1,23.949626
0.858615,1,23.951624
-1.453538,9,23.960639
0.857703,1,23.96363
-8.988678,9,23.971692
-7.941058,9,24.027266
-3.662084,9,24.03738
-8.741923,9,24.050375
-4.107151,9,24.059431
-4.471502,9,24.070352
-7.482837,9,24.079468
-8.34292,9,24.087392
-7.03238,9,24.097348
0.999056,1,24.099364
-8.046351,9,24.108349
-0.497397,3,24.159829
-7.010162,9,24.175774
-5.083706,9,24.193776
-4.316483,9,24.207771
-5.626294,9,24.217831
-8.709346,9,24.227397
-7.16414,9,24.238443
-8.543808,9,24.247462
-6.703824,9,24.25645
-6.296582,9,24.26545
-8.333755,9,24.335153
-4.203517,7,24.344162
-8.169338,9,24.353142
-4.984795,9,24.362161
-5.34629,9,24.371147
-7.62548,9,24.380173
-6.674631,9,24.389143
-5.832492,9,24.398169
-2.644941,9,24.406133
0.319242,3,24.411172
-3.792313,9,24.471862
-4.430422,9,24.481874
-2.472977,9,24.490863
-6.870059,9,24.501879
-5.86385,9,24.510856
0.890261,1,24.51392
0.991787,1,24.515947
-4.666834,9,24.52493
-5.420504,9,24.534081
-4.668819,9,24.54312
-4.069273,9,24.595084
-8.948486,9,24.60609
-3.920734,9,24.615135
-7.314997,9,24.623145
-8.992375,9,24.631282
-7.856117,9,24.640284
-6.560529,9,24.649277
-7.212887,9,24.659315
-8.951346,9,24.66828
-4.326217,9,24.677315
-7.922539,9,24.734526
-3.683961,9,24.745526
-8.275184,9,24.753514
-7.981059,9,24.763525
-8.99404,9,24.773535
0.180399,3,24.777519
-4.513792,9,24.786525
0.972051,1,24.789526
-4.371334,9,24.799526
0.841494,1,24.801545
-4.226827,9,24.855186
-3.07109,9,24.864186
0.935539,1,24.866193
0.989902,1,24.869185
-7.472791,9,24.878188
0.977706,1,24.880189
-4.628095,9,24.890183
0.829249,1,24.8922
-4.7332,9,24.902198
-3.595464,9,24.912184
0.983787,1,24.967916
-8.923009,9,24.980901
-6.192971,9,24.989884
-2.24993,9,24.9999
-6.455348,9,25.008886
-8.148985,9,25.019939
-5.348307,9,25.028974
-8.844118,9,25.038127
-7.167069,9,25.048129
-8.121903,9,25.05715
0.925912,1,25.107127
-8.775538,9,25.118184
-6.569804,9,25.1272
-4.62452,9,25.136648
-8.12209,9,25.145632
0.830895,1,25.148645
-6.250515,9,25.157637
-7.250822,9,25.167641
-8.238816,9,25.179654
-6.050399,9,25.19364
-5.790798,9,25.259389
0.89569,1,25.262361
-7.390791,9,25.273389
-5.111507,9,25.283355
-2.517241,9,25.294353
-2.000588,9,25.303356
-8.014271,9,25.314378
-7.772612,9,25.326496
0.204826,3,25.330605
-7.387325,9,25.339589
-4.445697,9,25.396587
0.902037,1,25.4006
-0.605091,5,25.406596
-8.921986,9,25.415651
-8.746718,9,25.424647
-8.085497,9,25.433905
-8.209767,9,25.444905
0.894453,1,25.447905
-6.933429,9,25.456897
-1.731065,9,25.465901
0.501878,3,25.522995
-7.761894,9,25.536238
-8.99415,9,25.545281
0.93876,1,25.549238
-8.946353,9,25.558274
-8.26927,9,25.567229
-3.861944,9,25.577238
-7.600485,9,25.58725
-0.164793,2,25.591245
-1.964764,9,25.602248
-5.302197,9,25.662984
-4.420505,9,25.674986
-7.735944,9,25.684983
-5.938121,9,25.69398
0.892872,1,25.695996
-2.388996,9,25.706006
-3.916164,9,25.714983
-6.42505,9,25.725066
0.920148,1,25.72707
-5.99113,9,25.737676
-8.4215,9,25.796709
-3.003315,9,25.806686
-3.644066,9,25.816729
-7.807766,9,25.825729
-2.331923,9,25.834866
-6.80464,9,25.844865
-2.790669,9,25.854859
-0.322373,7,25.863862
-3.585303,9,25.872853
-5.101475,9,25.881861
0.951144,1,25.933371
-6.420974,9,25.943317
0.826696,1,25.946311
-6.403591,9,25.955328
-6.659378,9,25.964318
-3.052976,9,25.973317
-3.078655,9,25.982332
-5.690589,9,25.991328
-8.954105,9,26.00033
-7.9544,9,26.009342
-5.742521,9,26.069107
-8.215949,9,26.081097
-8.087797,9,26.091058
-6.224346,9,26.100057
0.812946,1,26.103063
-3.425465,9,26.113059
-7.839015,9,26.123155
-8.23328,9,26.132649
-8.132429,9,26.142631
-8.932716,9,26.153633
-8.633227,9,26.208609
-3.663923,9,26.217693
-8.847243,9,26.22671
0.465051,3,26.231266
-0.402244,7,26.239353
-8.833903,9,26.248336
-6.920696,9,26.258322
-7.777653,9,26.26732
-4.603758,9,26.277337
-2.770536,9,26.286356
-8.649909,9,26.343569
-7.306165,9,26.352577
-7.426321,9,26.361567
-8.736752,9,26.370582
-0.534108,3,26.374559
-4.234603,9,26.383559
-3.109889,9,26.392559
-1.764467,9,26.401577
0.877252,1,26.403558
0.906831,1,26.405571
-7.853933,9,26.461832
-8.988319,9,26.471832
-4.541952,9,26.481817
0.926314,1,26.483847
-8.647883,9,26.492828
0.968357,1,26.494843
-3.859087,9,26.505832
-8.061742,9,26.515834
-7.475437,9,26.525044
0.980077,1,26.528049
-7.272112,9,26.584786
-6.963992,9,26.595782
-7.782351,9,26.604815
-5.360908,9,26.612783
-2.551851,9,26.622854
-3.908336,9,26.633615
-3.882741,9,26.642689
0.969648,1,26.64473
0.936948,1,26.64669
-5.563239,9,26.655688
-8.429257,9,26.710624
-8.451828,9,26.720745
-5.352735,9,26.729734
-8.025384,9,26.738487
0.927332,1,26.741473
-6.848252,9,26.751473
-5.282014,9,26.760468
-8.909613,9,26.769493
-7.724398,9,26.777505
-7.114156,9,26.787463
-3.618618,9,26.845228
-3.754491,9,26.85825
-7.81867,9,26.867231
-7.693847,9,26.876241
-5.467962,9,26.886225
-7.746945,9,26.89624
-6.423836,9,26.905306
0.869593,1,26.908309
-5.522865,9,26.91843
-8.553676,9,26.927399
-6.348259,9,26.98208
-8.514437,9,26.992113
-4.434219,9,27.001105
-6.620509,9,27.010083
-4.004074,9,27.019237
-4.827273,9,27.031199
-7.267778,9,27.040848
-6.057035,9,27.048831
-5.920023,9,27.058833
-7.900936,9,27.067842
-6.25504,9,27.118871
-7.006056,9,27.128869
-8.384844,9,27.139023
-8.938962,9,27.149024
-6.844997,9,27.158024
0.856934,1,27.161018
0.828393,1,27.163033
-7.984622,9,27.172014
-8.414255,9,27.181019
-2.575981,9,27.190017
-4.082782,9,27.24527
-5.796407,9,27.255291
-3.930487,9,27.264295
-7.923461,9,27.273273
-5.719927,9,27.281303
0.942429,1,27.283296
-8.859909,9,27.292265
-2.771937,9,27.301289
-8.988195,9,27.311273
-2.753581,9,27.320352
-5.873871,9,27.375623
-5.248012,9,27.384614
-5.805562,9,27.393618
-6.95388,9,27.402617
-2.48394,9,27.410624
-7.55402,9,27.419702
-3.162661,9,27.428666
-1.832674,9,27.437316
0.917449,1,27.439337
-2.847447,9,27.448327
-2.700327,9,27.512327
-8.751956,9,27.52338
-7.576656,9,27.53138
-7.17336,9,27.541504
-7.630635,9,27.550517
-6.179209,9,27.55855
-8.873828,9,27.568547
-0.61845,3,27.572521
-7.933698,9,27.581511
-7.717137,9,27.589517
-8.404957,9,27.644082
-7.660893,9,27.654029
-5.722357,9,27.664029
0.903456,1,27.666043
-4.521517,9,27.675044
-5.678721,9,27.686029
0.665966,2,27.690049
-7.119629,9,27.699022
-8.571265,9,27.708033
-6.116198,9,27.717033
-7.416212,9,27.780774
-5.780123,9,27.789732
-8.70537,9,27.799765
-8.500675,9,27.808738
-8.160092,9,27.816738
-6.434715,9,27.825804
-7.33866,9,27.834923
-2.964126,9,27.843926
-8.704259,9,27.852919
-2.934231,9,27.861924
-4.556171,9,27.927017
-7.152226,9,27.936683
-5.242048,9,27.945692
-7.251186,9,27.955683
-2.303005,9,27.964718
-4.017815,9,27.974682
0.844445,1,27.977684
-5.882006,9,27.986686
-4.226924,9,27.995697
-6.787745,9,28.005676
-4.875474,9,28.059362
-7.150668,9,28.068362
-8.133705,9,28.077353
-8.453846,9,28.087354
0.939379,1,28.089369
-4.259186,9,28.098362
-4.204091,9,28.107362
